n_iter,roc_auc_selector,mcc_selector,accuracy_selector,precision_selector,recall_selector,f1_score_selector,id_add,acquisition_add,id_forget,acquisition_forget,id_prior_al
200,0.7098482808151539,0.29912326106995585,0.6521164021164021,0.6449264163534825,0.6543450938145255,0.6432778649921507,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
201,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
202,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
203,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
204,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
205,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
206,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
207,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
208,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
209,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
210,0.7098482808151539,0.29912326106995585,0.6521164021164021,0.6449264163534825,0.6543450938145255,0.6432778649921507,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
211,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
212,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
213,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
214,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
215,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
216,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
217,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
218,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
219,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
220,0.7098482808151539,0.29912326106995585,0.6521164021164021,0.6449264163534825,0.6543450938145255,0.6432778649921507,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
221,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
222,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
223,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
224,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
225,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
226,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
227,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
228,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
229,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
230,0.7098482808151539,0.29912326106995585,0.6521164021164021,0.6449264163534825,0.6543450938145255,0.6432778649921507,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
231,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
232,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
233,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
234,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
235,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
236,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
237,,,,,,,[320],[0.9999910593032837],[320],[0.0007962584495544434],"[130, 689, 206, 810, 1202, 1108, 1376, 654, 394, 993, 1233, 549, 474, 437, 625, 823, 879, 631, 562, 245, 1111, 1427, 1251, 96, 550, 1269, 635, 775, 1207, 796, 27, 1307, 776, 1080, 306, 1296, 1109, 1134, 863, 478, 470, 883, 916, 471, 91, 742, 557, 746, 190, 379, 1135, 690, 1071, 684, 1003, 826, 596, 688, 614, 687, 1130, 51, 941, 415, 990, 873, 840, 1097, 750, 849, 61, 748, 963, 751, 745, 933, 1072, 768, 803, 769, 925, 923, 996, 1141, 977, 1212, 733, 708, 1234, 780, 905, 602, 432, 281, 1032, 311, 527, 114, 1354]"
